Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW,HomeTeamLP,AwayTeamLP,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
2005-09-17,Aston Villa,Tottenham,1,1,D,4,4,4,2,5,8,3,0,1,1,0,3,1,3,-1,-1,5,6.0,14.0,[3 0 1 0 2],[1 0 3 3 2],5,7,0,0,0,0,0,0,0,0,0,2,-3,-2,-8.0
2005-09-17,Charlton,Chelsea,0,2,A,8,8,1,0,12,15,3,3,3,3,3,3,3,3,-1,-1,5,7.0,2.0,[1 1 1 1 0],[1 1 1 1 0],12,12,0,0,0,0,0,0,0,0,7,8,-3,0,5.0
2005-09-17,Fulham,West Ham,1,2,A,3,8,6,3,5,10,3,3,0,0,0,1,1,3,-1,-1,5,9.0,21.0,[3 1 1 0 2],[3 1 0 3 2],4,7,0,0,0,0,0,0,0,0,-3,5,-5,-3,-12.0
2005-09-17,Portsmouth,Birmingham,1,1,D,3,4,7,7,4,4,0,3,1,0,0,0,0,1,-1,-1,5,13.0,10.0,[1 0 1 1 2],[3 1 1 0 2],1,4,0,0,0,0,0,0,0,0,-4,-3,0,-3,3.0
2005-09-17,Sunderland,West Brom,1,1,D,2,5,9,10,1,5,0,0,0,0,0,0,0,3,0,1,6,21.0,21.0,[0 0 0 0 0],[1 1 1 2 0],0,4,0,0,1,1,0,0,0,0,-7,-5,-4,-4,0.0
2005-09-18,Blackburn,Newcastle,0,3,A,3,1,5,7,5,5,1,1,0,0,1,0,3,1,0,0,6,15.0,5.0,[0 1 0 2 1],[0 1 1 0 1],5,2,0,0,0,0,0,0,0,0,-2,-6,0,3,10.0
2005-09-18,Liverpool,Man United,0,0,D,3,6,2,1,7,11,1,1,1,1,1,3,3,3,1,3,6,4.0,3.0,[0 0 0 1 0],[0 0 1 1 1],7,11,0,0,0,0,1,0,0,0,1,5,-4,-4,1.0
2005-09-18,Man City,Bolton,0,1,A,7,6,4,4,11,11,1,1,3,3,3,3,3,0,1,1,6,16.0,8.0,[0 1 1 1 0],[0 2 2 1 0],11,8,0,0,0,0,0,0,0,0,3,2,0,3,8.0
2005-09-18,Wigan,Middlesbrough,1,1,D,4,5,4,6,10,8,1,3,3,0,3,3,0,0,0,1,6,21.0,11.0,[0 2 2 1 1],[2 1 2 1 0],7,7,0,0,0,0,0,0,0,0,0,-1,2,0,10.0
2005-09-19,Arsenal,Everton,2,0,H,9,1,4,6,10,3,3,0,0,0,3,0,0,3,3,0,6,1.0,17.0,[1 0 1 0 1],[0 0 0 1 0],9,3,0,0,0,0,0,0,0,0,5,-5,7,6,-16.0
2005-09-24,Birmingham,Liverpool,2,2,D,4,3,8,2,5,7,0,1,3,1,0,1,0,3,1,1,6,10.0,4.0,[1 2 1 1 0],[0 0 0 1 0],4,7,0,0,0,0,0,0,0,0,-4,1,-2,-3,6.0
2005-09-24,Bolton,Portsmouth,1,0,H,6,4,4,7,11,5,1,3,3,0,3,1,0,0,1,0,6,8.0,13.0,[0 2 2 1 0],[2 1 0 1 1],8,4,0,0,0,0,0,0,0,0,2,-3,6,4,-5.0
2005-09-24,Chelsea,Aston Villa,2,1,H,10,4,0,8,18,6,3,0,3,3,3,1,3,0,3,1,6,2.0,6.0,[0 0 0 0 0],[1 2 0 1 0],15,5,1,1,0,0,0,0,0,0,10,-4,12,10,-4.0
2005-09-24,Everton,Wigan,0,1,A,1,4,6,4,3,10,0,1,0,3,0,3,3,0,0,0,6,17.0,21.0,[0 0 0 1 0],[0 2 2 1 1],3,7,0,0,0,0,0,0,0,0,-5,0,-7,-4,-4.0
2005-09-24,Man United,Blackburn,1,2,A,7,3,3,8,14,8,0,0,1,1,1,0,3,1,3,3,7,3.0,15.0,[1 0 0 2 2],[1 0 1 0 2],8,5,0,0,0,0,0,0,0,0,4,-5,6,3,-12.0
2005-09-24,Newcastle,Man City,1,0,H,4,7,7,5,8,11,3,0,1,1,0,3,0,3,1,3,7,5.0,16.0,[2 0 1 1 0],[1 0 2 2 2],5,10,0,0,0,0,1,0,0,0,-3,2,-3,-5,-11.0
2005-09-24,West Brom,Charlton,1,2,A,6,10,11,4,5,15,1,3,0,0,0,3,0,3,3,3,7,21.0,7.0,[0 1 1 1 2],[1 0 1 1 1],4,12,0,0,0,0,1,0,0,0,-5,6,-10,-8,14.0
2005-09-24,West Ham,Arsenal,0,0,D,10,9,4,4,12,13,1,1,3,3,3,0,0,3,1,0,7,21.0,1.0,[0 2 2 1 0],[0 2 1 2 1],8,7,0,0,0,0,0,0,0,0,6,5,-1,1,20.0
2005-09-25,Middlesbrough,Sunderland,0,2,A,6,3,7,10,8,4,1,1,3,0,0,0,3,0,0,0,7,11.0,21.0,[0 2 1 2 1],[0 1 1 1 1],7,1,0,0,0,0,0,0,1,0,-1,-7,4,6,-10.0
2005-09-26,Tottenham,Fulham,1,0,H,5,5,3,9,12,5,1,0,1,1,0,3,1,0,3,0,7,14.0,9.0,[0 0 1 0 2],[1 0 2 1 1],6,4,0,0,0,0,0,0,0,0,2,-4,7,2,5.0
2005-10-01,Blackburn,West Brom,2,0,H,3,6,8,11,8,5,0,1,1,0,0,0,1,0,3,3,7,15.0,21.0,[1 0 1 0 2],[0 1 1 1 2],5,4,0,0,0,0,0,0,0,0,-5,-5,3,1,-6.0
2005-10-01,Charlton,Tottenham,2,3,A,10,5,4,3,15,12,3,1,0,1,3,0,3,1,3,3,7,7.0,14.0,[1 0 1 1 1],[0 0 1 0 2],12,6,1,0,0,0,0,0,0,0,6,2,3,6,-7.0
2005-10-01,Fulham,Man United,2,3,A,5,7,9,3,5,14,0,0,1,1,3,1,0,3,0,3,7,9.0,3.0,[1 0 2 1 1],[1 0 0 2 2],4,8,0,0,0,0,0,0,0,0,-4,4,-9,-4,6.0
2005-10-01,Portsmouth,Newcastle,0,0,D,5,4,8,7,5,8,1,3,3,1,0,0,1,0,0,1,7,13.0,5.0,[0 2 1 0 1],[2 0 1 1 0],5,5,0,0,0,0,0,0,0,0,-3,-3,-3,0,8.0
2005-10-01,Sunderland,West Ham,1,1,D,5,11,10,5,5,12,3,1,1,1,0,3,0,3,0,0,8,21.0,21.0,[2 0 1 1 1],[0 0 2 2 1],4,8,0,0,1,0,0,0,0,0,-5,6,-7,-4,0.0
2005-10-02,Arsenal,Birmingham,1,0,H,10,7,4,11,13,6,3,1,1,1,3,0,0,3,3,0,8,1.0,10.0,[2 0 2 1 2],[0 0 1 2 1],10,5,0,0,0,0,0,0,0,0,6,-4,7,5,-9.0
2005-10-02,Aston Villa,Middlesbrough,2,3,A,6,6,11,9,6,11,0,0,1,1,0,3,3,0,1,3,8,6.0,11.0,[1 0 1 2 0],[1 0 2 1 2],5,7,0,0,0,0,0,0,0,0,-5,-3,-5,-2,-5.0
2005-10-02,Liverpool,Chelsea,1,4,A,5,14,6,1,10,24,3,3,0,3,1,3,1,3,1,3,8,4.0,2.0,[2 1 0 0 0],[0 0 0 0 0],6,15,0,0,0,0,1,1,0,0,-1,13,-14,-9,2.0
2005-10-02,Man City,Everton,2,0,H,7,1,6,9,14,3,0,0,0,0,1,0,3,0,3,0,8,16.0,17.0,[1 1 0 2 2],[0 0 0 0 0],7,0,0,0,0,0,0,0,1,1,1,-8,11,7,-1.0
2005-10-02,Wigan,Bolton,2,1,H,7,8,5,4,16,14,3,3,3,3,1,1,3,3,3,3,8,21.0,8.0,[1 1 0 1 1],[1 1 0 1 1],13,13,0,0,0,0,0,0,0,0,2,4,2,0,13.0
2005-10-15,Chelsea,Bolton,5,1,H,14,8,1,4,24,14,3,3,3,3,3,1,3,3,3,3,8,2.0,8.0,[0 0 0 0 0],[1 1 0 1 1],15,13,1,1,0,0,0,0,0,0,13,4,10,2,-6.0
2005-10-15,Liverpool,Blackburn,1,0,H,5,5,6,9,10,11,3,3,0,0,1,1,1,0,1,1,8,4.0,15.0,[2 1 0 0 0],[2 1 0 1 0],6,5,0,0,0,0,0,0,0,0,-1,-4,-1,1,-11.0
2005-10-15,Middlesbrough,Portsmouth,1,1,D,6,5,9,9,11,6,0,0,1,1,3,3,0,0,3,1,8,11.0,13.0,[1 0 2 1 2],[1 0 2 1 0],7,5,0,0,0,0,0,0,0,0,-3,-4,5,2,-2.0
2005-10-15,Sunderland,Man United,1,3,A,5,10,10,5,5,17,3,3,1,0,0,1,0,1,0,3,8,21.0,3.0,[2 0 1 1 1],[2 1 0 0 2],4,8,0,0,1,0,0,0,0,0,-5,5,-12,-4,18.0
2005-10-15,Tottenham,Everton,2,0,H,9,1,5,11,18,4,3,0,3,0,1,0,1,0,0,0,9,14.0,17.0,[2 2 0 0 1],[0 0 0 0 0],8,0,0,0,0,0,0,0,1,1,4,-10,14,8,-3.0
2005-10-15,West Brom,Arsenal,2,1,H,7,11,15,6,8,16,0,0,0,3,1,1,0,3,0,0,9,21.0,1.0,[1 1 0 1 1],[1 2 0 2 1],1,7,0,0,0,0,0,0,0,0,-8,5,-8,-6,20.0
2005-10-15,Wigan,Newcastle,1,0,H,8,5,5,7,19,9,3,1,3,3,3,3,1,1,3,0,9,21.0,5.0,[1 1 1 0 1],[0 2 2 0 1],13,8,0,0,0,0,0,0,0,0,3,-2,10,5,16.0
2005-10-16,Birmingham,Aston Villa,0,1,A,7,8,12,14,6,9,0,0,1,0,1,1,0,0,3,3,9,10.0,6.0,[1 0 0 1 2],[1 1 0 1 2],5,4,0,0,0,0,0,0,0,0,-5,-6,-3,1,4.0
2005-10-16,Man City,West Ham,2,1,H,9,12,6,7,17,15,3,0,0,1,0,1,1,3,3,3,9,16.0,21.0,[2 1 1 0 2],[1 0 0 2 2],7,8,0,0,0,0,0,0,0,0,3,5,2,-1,-5.0
2005-10-17,Charlton,Fulham,1,1,D,13,7,8,13,19,6,1,0,0,0,3,0,0,1,3,3,9,7.0,9.0,[0 1 2 1 2],[1 1 1 0 2],7,4,0,0,0,0,0,0,0,0,5,-6,13,3,-2.0
2005-10-22,Arsenal,Man City,1,0,H,11,9,6,6,16,17,0,3,3,0,1,0,3,1,0,3,9,1.0,16.0,[1 2 0 2 1],[2 1 1 0 2],7,7,0,0,0,0,0,0,0,0,5,3,-1,0,-15.0
2005-10-22,Aston Villa,Wigan,0,2,A,8,8,14,5,9,19,0,3,0,3,1,3,0,1,3,3,9,6.0,21.0,[1 1 0 1 2],[1 1 1 0 1],4,13,0,0,0,0,0,0,0,0,-6,3,-10,-9,-15.0
2005-10-22,Blackburn,Birmingham,2,0,H,7,7,9,12,11,6,3,0,3,1,0,1,1,0,0,3,9,15.0,10.0,[2 2 1 0 1],[1 0 0 1 2],7,5,0,0,0,0,0,0,0,0,-2,-5,5,2,5.0
2005-10-22,Fulham,Liverpool,2,0,H,7,5,13,8,6,13,0,0,0,3,0,0,1,1,3,1,9,9.0,4.0,[1 1 1 0 2],[1 2 1 0 0],4,5,0,0,0,0,0,0,0,0,-6,-3,-7,-1,5.0
2005-10-22,Man United,Tottenham,1,1,D,14,11,7,5,18,19,1,3,3,3,3,3,0,1,1,1,10,3.0,14.0,[0 2 2 1 0],[1 1 1 0 0],8,11,0,0,0,0,0,0,0,0,7,6,-1,-3,-11.0
2005-10-22,Portsmouth,Charlton,1,2,A,6,15,10,9,7,19,1,3,1,1,0,0,1,3,3,0,10,13.0,7.0,[0 0 1 0 2],[2 0 1 2 1],6,7,0,0,0,0,0,0,0,0,-4,6,-12,-1,6.0
2005-10-23,Bolton,West Brom,2,0,H,10,9,11,16,17,8,0,3,0,0,3,0,3,1,1,0,10,8.0,21.0,[1 1 2 2 0],[2 1 1 0 1],7,4,0,0,0,0,0,0,0,0,-1,-7,9,3,-13.0
2005-10-23,Everton,Chelsea,1,1,D,2,23,12,3,7,28,1,3,0,3,0,3,0,3,0,3,10,17.0,2.0,[0 1 1 1 1],[0 0 0 0 0],1,15,0,0,1,0,1,1,0,0,-10,20,-21,-14,15.0
2005-10-23,Newcastle,Sunderland,3,2,H,5,7,8,14,12,5,0,0,1,1,3,3,3,1,1,0,10,5.0,21.0,[1 0 2 2 0],[1 0 2 0 1],8,5,0,0,0,0,0,0,0,0,-3,-7,7,3,-16.0
2005-10-23,West Ham,Middlesbrough,2,1,H,14,10,8,12,15,12,3,1,0,3,1,0,1,1,3,3,10,21.0,11.0,[2 1 0 0 2],[0 2 1 0 2],8,8,0,0,0,0,0,0,0,0,6,-2,3,0,10.0
2005-10-29,Birmingham,Everton,0,1,A,7,2,13,12,6,7,0,1,0,0,1,0,1,0,0,0,10,10.0,17.0,[1 1 0 0 1],[0 1 1 1 1],2,1,0,0,0,0,0,0,1,0,-6,-10,-1,1,-7.0
2005-10-29,Charlton,Bolton,0,1,A,15,10,9,11,19,17,3,0,1,0,0,3,3,3,0,1,10,7.0,8.0,[2 0 1 2 1],[1 1 2 2 0],7,7,0,0,0,0,0,0,0,0,6,-1,2,0,-1.0
2005-10-29,Chelsea,Blackburn,4,2,H,23,7,3,10,28,14,3,0,3,3,3,3,3,0,3,1,10,2.0,15.0,[0 0 0 0 0],[1 2 2 1 0],15,7,1,1,0,0,0,0,0,0,20,-3,14,8,-13.0
2005-10-29,Liverpool,West Ham,2,0,H,7,14,8,8,16,15,3,3,0,0,3,1,0,1,1,3,10,4.0,21.0,[2 1 2 1 0],[2 1 0 0 2],7,8,0,0,0,0,0,0,0,0,-1,6,1,-1,-17.0
2005-10-29,Middlesbrough,Man United,4,1,H,11,15,14,11,15,21,0,0,1,1,3,3,0,3,1,0,11,11.0,3.0,[1 0 2 1 0],[1 0 2 2 1],5,7,0,0,0,0,0,0,0,0,-3,4,-6,-2,8.0
2005-10-29,Sunderland,Portsmouth,1,4,A,9,7,17,12,5,10,0,0,0,1,1,1,3,0,1,1,11,21.0,13.0,[1 1 0 2 0],[1 0 0 1 0],5,3,0,0,0,0,0,0,0,0,-8,-5,-5,2,8.0
2005-10-29,Tottenham,Arsenal,1,1,D,12,13,6,7,20,20,1,1,3,3,3,0,3,3,1,1,11,14.0,1.0,[0 1 1 1 0],[0 2 1 2 0],11,8,0,0,0,0,0,0,0,0,6,6,0,3,13.0
2005-10-29,Wigan,Fulham,1,0,H,11,10,5,14,25,9,3,3,3,1,3,0,3,0,3,0,11,21.0,9.0,[0 0 0 0 0],[2 0 1 1 1],15,4,1,1,0,0,0,0,1,0,6,-4,16,11,12.0
2005-10-30,West Brom,Newcastle,0,3,A,9,8,18,10,8,15,0,3,3,0,0,1,0,3,1,3,11,21.0,5.0,[1 2 1 1 0],[2 1 0 2 2],4,10,0,0,0,0,0,0,0,0,-9,-2,-7,-6,16.0
2005-10-31,Man City,Aston Villa,3,1,H,11,9,8,16,20,9,0,0,3,3,3,0,0,0,0,1,11,16.0,6.0,[0 1 1 0 0],[1 2 1 1 0],6,4,0,0,0,0,0,0,0,0,3,-7,11,2,10.0
2005-11-05,Arsenal,Sunderland,3,1,H,13,9,7,17,20,5,1,0,3,0,0,1,3,3,1,1,11,1.0,21.0,[0 2 1 2 0],[1 1 0 2 0],8,5,0,0,0,0,0,0,0,0,6,-8,15,3,-20.0
2005-11-05,Aston Villa,Liverpool,0,2,A,9,9,16,8,9,19,0,3,3,3,0,0,0,3,1,0,11,6.0,4.0,[1 2 1 1 0],[1 1 0 1 0],4,9,0,0,0,0,0,0,0,0,-7,1,-10,-5,2.0
2005-11-05,Blackburn,Charlton,4,1,H,9,15,10,10,14,19,3,0,0,3,3,1,3,0,0,3,11,15.0,7.0,[1 0 1 1 0],[1 2 0 1 2],9,7,0,0,0,0,0,0,0,0,-1,5,-5,2,8.0
2005-11-05,Fulham,Man City,2,1,H,10,11,14,8,9,20,3,0,1,3,0,3,0,0,0,0,11,9.0,16.0,[2 0 1 1 1],[0 1 1 0 0],4,6,0,0,1,0,0,0,0,0,-4,3,-11,-2,-7.0
2005-11-05,Newcastle,Birmingham,1,0,H,11,7,10,16,18,6,3,0,3,0,0,0,1,0,3,1,12,5.0,10.0,[2 2 1 0 2],[1 1 1 1 0],10,1,0,0,0,0,0,0,0,0,1,-9,12,9,-5.0
2005-11-05,Portsmouth,Wigan,0,2,A,11,13,13,5,10,25,3,3,0,3,1,3,1,3,0,3,12,13.0,21.0,[2 1 0 0 1],[0 0 0 0 0],5,15,0,0,0,0,1,1,0,0,-2,8,-15,-10,-8.0
2005-11-05,West Ham,West Brom,1,0,H,15,9,10,21,19,8,3,0,0,0,3,3,0,0,1,0,12,21.0,21.0,[2 1 2 1 0],[0 0 1 0 0],7,3,0,0,0,0,0,0,0,0,5,-12,11,4,0.0
2005-11-06,Everton,Middlesbrough,1,0,H,4,15,12,15,10,15,3,3,3,0,1,1,0,3,0,0,12,17.0,11.0,[2 2 0 1 1],[2 1 0 2 1],7,7,0,0,0,0,0,0,0,0,-8,0,-5,0,6.0
2005-11-06,Man United,Chelsea,1,0,H,16,28,11,6,24,31,3,3,0,1,1,3,3,3,3,3,12,3.0,2.0,[2 1 0 2 2],[1 0 1 1 1],10,13,0,0,0,0,1,0,0,0,5,22,-7,-3,1.0
2005-11-07,Bolton,Tottenham,1,0,H,13,13,11,7,23,20,3,1,3,1,0,3,0,3,3,3,12,8.0,14.0,[1 1 0 0 1],[0 0 1 1 1],9,11,0,0,0,0,1,0,0,0,2,6,3,-2,-6.0
2005-11-19,Charlton,Man United,1,3,A,16,16,14,11,19,24,0,3,0,0,3,1,1,3,0,3,12,7.0,3.0,[1 1 2 0 1],[2 1 0 2 2],4,10,0,0,0,0,0,0,0,0,2,5,-5,-6,4.0
2005-11-19,Chelsea,Newcastle,3,0,H,28,11,6,10,31,18,3,3,1,3,3,0,3,1,3,3,12,2.0,5.0,[1 0 1 1 1],[2 2 1 0 2],13,10,1,0,0,0,0,0,0,0,22,1,13,3,-3.0
2005-11-19,Liverpool,Portsmouth,3,0,H,12,11,8,13,22,10,3,3,3,0,3,1,0,1,3,0,12,4.0,13.0,[1 1 1 0 1],[2 1 0 0 1],12,5,0,0,0,0,0,0,0,0,4,-2,12,7,-9.0
2005-11-19,Man City,Blackburn,0,0,D,14,11,9,14,20,17,3,0,0,3,3,0,3,3,0,3,12,16.0,15.0,[1 0 1 1 0],[0 1 0 1 1],9,9,0,0,0,0,0,0,0,0,5,-3,3,0,1.0
2005-11-19,Sunderland,Aston Villa,1,3,A,11,10,24,21,5,12,0,0,0,0,0,0,0,3,1,0,13,21.0,6.0,[1 1 1 1 0],[0 0 0 1 0],1,3,0,0,0,0,0,0,0,0,-13,-11,-7,-2,15.0
2005-11-19,West Brom,Everton,4,0,H,9,4,22,16,11,13,0,0,0,3,0,3,3,1,0,0,13,21.0,17.0,[0 0 0 1 0],[1 2 2 0 1],3,7,0,0,0,0,0,0,0,0,-13,-12,-2,-4,4.0
2005-11-19,Wigan,Arsenal,2,3,A,15,19,8,10,25,26,0,3,3,3,3,1,3,3,3,0,13,21.0,1.0,[0 1 1 1 1],[2 2 0 2 1],12,10,1,0,0,0,0,0,0,0,7,9,-1,2,20.0
2005-11-20,Middlesbrough,Fulham,3,2,H,15,12,16,16,18,12,0,3,3,0,0,3,1,1,3,0,13,11.0,9.0,[1 2 1 0 2],[2 1 2 0 1],7,7,0,0,0,0,0,0,0,0,-1,-4,6,0,2.0
2005-11-20,Tottenham,West Ham,1,1,D,13,16,8,11,21,19,0,1,1,3,1,0,3,3,3,0,13,14.0,21.0,[1 0 0 2 2],[0 2 1 2 1],8,7,0,0,0,0,0,0,0,0,5,5,2,1,-7.0
2005-11-26,Arsenal,Blackburn,3,0,H,19,15,10,15,26,18,3,3,3,0,1,3,3,0,0,3,13,1.0,15.0,[2 2 0 2 1],[1 0 1 0 1],10,9,0,0,0,0,0,0,0,0,9,0,8,1,-14.0
2005-11-26,Aston Villa,Charlton,1,0,H,10,17,21,17,12,19,0,0,0,0,0,0,3,3,0,1,13,6.0,7.0,[0 0 0 1 0],[1 1 1 2 0],3,4,0,0,0,0,0,0,0,0,-11,0,-7,-1,-1.0
2005-11-26,Man City,Liverpool,0,1,A,15,13,11,8,21,25,0,3,3,3,0,3,3,3,3,0,13,16.0,4.0,[0 1 0 1 1],[1 1 1 1 0],9,12,0,0,0,0,0,0,0,0,4,5,-4,-3,12.0
2005-11-26,Portsmouth,Chelsea,0,2,A,11,28,15,7,10,34,0,0,3,3,0,1,1,3,1,3,13,13.0,2.0,[1 2 1 0 0],[1 2 0 2 2],5,10,0,0,0,0,0,0,0,0,-4,21,-24,-5,11.0
2005-11-26,Sunderland,Birmingham,0,1,A,11,7,24,17,5,9,0,0,0,0,0,0,0,0,1,0,13,21.0,10.0,[1 1 1 1 0],[0 0 0 0 0],1,0,0,0,0,0,0,0,1,1,-13,-10,-4,1,11.0
2005-11-26,Wigan,Tottenham,1,2,A,16,14,10,9,25,24,0,1,0,0,3,1,3,1,3,3,14,21.0,14.0,[0 0 1 1 1],[0 1 0 0 2],9,6,1,0,0,0,0,0,0,0,6,5,1,3,7.0
2005-11-27,Everton,Newcastle,1,0,H,5,12,16,13,16,18,3,0,0,3,3,3,3,3,1,0,14,17.0,5.0,[2 1 2 2 0],[0 1 1 1 0],10,9,0,0,0,0,0,0,0,0,-11,-1,-2,1,12.0
2005-11-27,Fulham,Bolton,2,1,H,14,15,19,13,15,26,0,0,3,3,0,3,3,3,1,0,14,9.0,8.0,[1 2 1 2 0],[0 1 1 1 0],7,9,0,0,0,0,0,0,0,0,-5,2,-11,-2,1.0
2005-11-27,Middlesbrough,West Brom,2,2,D,18,13,18,22,19,12,3,3,0,0,3,0,0,0,1,3,14,11.0,21.0,[2 1 2 1 0],[1 0 0 0 1],7,6,0,0,0,0,0,0,0,0,0,-9,7,1,-10.0
2005-11-27,West Ham,Man United,1,2,A,17,21,13,13,22,30,0,3,1,3,3,3,0,0,3,1,14,21.0,3.0,[1 0 2 1 2],[2 2 2 1 0],7,10,0,0,0,0,0,0,0,0,4,8,-8,-3,18.0
2005-11-30,Sunderland,Liverpool,0,2,A,12,15,27,8,5,28,0,3,0,3,0,3,0,3,0,3,14,21.0,4.0,[0 0 0 0 0],[0 0 0 0 0],0,15,0,0,1,1,1,1,0,0,-15,7,-23,-15,17.0
2005-12-03,Blackburn,Everton,0,2,A,15,5,15,16,18,16,1,3,3,0,0,3,3,3,0,1,14,15.0,17.0,[0 2 1 2 1],[2 1 2 2 0],7,10,0,0,0,0,0,0,0,0,0,-11,2,-3,-2.0
2005-12-03,Bolton,Arsenal,2,0,H,15,22,13,10,26,26,0,3,3,3,3,3,3,1,0,3,14,8.0,1.0,[0 1 1 1 0],[1 1 1 0 1],9,13,0,0,0,0,0,0,0,0,2,12,0,-4,7.0
2005-12-03,Chelsea,Middlesbrough,1,0,H,31,18,7,18,37,19,3,3,0,0,3,3,1,0,3,1,14,2.0,11.0,[2 1 2 0 2],[2 1 2 1 0],10,7,0,0,0,0,0,0,0,0,24,0,18,3,-9.0
2005-12-03,Liverpool,Wigan,3,0,H,15,16,8,10,28,25,3,0,3,0,3,3,3,3,3,3,14,4.0,21.0,[0 0 0 0 0],[0 0 1 1 1],15,9,1,1,0,0,1,0,0,0,7,6,3,6,-17.0
2005-12-03,Man United,Portsmouth,3,0,H,24,11,13,20,31,10,3,0,3,0,3,0,3,3,0,0,15,3.0,13.0,[1 1 1 1 0],[0 0 0 1 0],12,3,0,0,0,0,0,0,0,0,11,-9,21,9,-10.0
2005-12-03,Newcastle,Aston Villa,1,1,D,12,14,14,22,19,16,0,3,0,3,3,0,3,0,3,0,15,5.0,6.0,[0 0 1 1 1],[1 1 0 0 0],9,6,1,0,0,0,0,0,1,0,-2,-8,3,3,-1.0
2005-12-03,Tottenham,Sunderland,3,2,H,16,12,10,28,27,5,3,0,1,0,0,0,1,0,1,0,15,14.0,21.0,[2 0 1 0 0],[0 0 0 0 0],6,0,0,0,0,0,0,0,1,1,6,-16,22,6,-7.0
2005-12-03,West Brom,Fulham,0,0,D,15,16,24,20,13,16,1,3,3,0,0,3,0,0,0,3,15,21.0,9.0,[0 2 1 1 1],[1 0 1 0 1],4,9,0,0,1,0,0,0,0,0,-9,-4,-3,-5,12.0
2005-12-04,Charlton,Man City,2,5,A,19,15,23,12,22,24,0,0,0,1,0,0,0,3,0,0,15,7.0,16.0,[0 0 0 0 0],[1 0 1 2 1],0,4,0,0,1,1,0,0,0,0,-4,3,-2,-4,-9.0
2005-12-05,Birmingham,West Ham,1,2,A,9,19,19,14,12,22,0,3,3,0,0,1,0,3,0,0,15,10.0,21.0,[0 1 0 0 0],[2 1 0 2 1],3,7,0,0,1,0,0,0,0,0,-10,5,-10,-4,-11.0
2005-12-10,Birmingham,Fulham,1,0,H,9,16,19,20,12,16,0,3,3,0,0,3,0,0,0,3,15,10.0,9.0,[0 1 0 0 0],[1 0 1 0 1],3,9,0,0,1,0,0,0,0,0,-10,-4,-4,-6,1.0
2005-12-10,Blackburn,West Ham,3,2,H,15,19,18,14,18,22,0,3,1,0,3,1,0,3,3,0,15,15.0,21.0,[1 0 2 1 2],[2 1 0 2 1],7,7,0,0,0,0,0,0,0,0,-3,5,-4,0,-6.0
2005-12-10,Bolton,Aston Villa,1,1,D,17,14,13,22,27,16,3,3,0,3,3,0,3,0,3,0,15,8.0,6.0,[1 0 1 1 1],[1 1 0 0 0],12,6,1,0,0,0,0,0,1,0,4,-8,11,6,2.0
2005-12-10,Charlton,Sunderland,2,0,H,19,12,23,28,22,5,0,0,0,0,0,0,0,0,0,0,15,7.0,21.0,[0 0 0 0 0],[0 0 0 0 0],0,0,0,0,1,1,0,0,1,1,-4,-16,17,0,-14.0
2005-12-10,Chelsea,Wigan,1,0,H,34,16,7,14,43,25,3,0,3,0,3,0,0,0,3,3,16,2.0,21.0,[1 1 1 0 1],[0 0 0 0 1],12,3,0,0,0,0,0,0,0,0,27,2,18,9,-19.0
2005-12-10,Liverpool,Middlesbrough,2,0,H,20,20,8,21,34,19,3,0,3,1,3,3,3,0,3,3,16,4.0,11.0,[0 0 0 0 0],[1 0 2 1 2],15,7,1,1,0,0,0,0,0,0,12,-1,15,8,-7.0
2005-12-10,Newcastle,Arsenal,1,0,H,13,22,15,13,22,26,1,0,0,0,0,3,3,3,3,3,16,5.0,1.0,[0 1 1 2 2],[0 0 1 1 1],7,9,0,0,0,0,1,0,0,0,-2,9,-4,-2,4.0
2005-12-10,West Brom,Man City,2,0,H,15,20,24,14,16,24,1,3,1,0,3,1,0,0,0,3,16,21.0,16.0,[0 0 2 1 1],[2 1 0 1 2],5,7,0,0,0,0,0,0,0,0,-9,6,-8,-2,5.0
2005-12-11,Man United,Everton,1,1,D,25,8,14,17,34,17,1,1,3,3,3,3,3,0,3,3,16,3.0,17.0,[0 1 1 1 1],[0 2 2 1 2],13,10,1,0,0,0,0,0,0,0,11,-9,17,3,-14.0
2005-12-12,Tottenham,Portsmouth,3,1,H,19,11,12,23,30,10,3,0,3,0,1,0,0,0,1,3,16,14.0,13.0,[2 2 0 1 0],[0 0 0 0 1],8,3,0,0,0,0,0,0,0,0,7,-12,20,5,1.0
2005-12-14,Everton,West Ham,1,2,A,8,21,17,17,17,25,1,0,3,3,3,0,0,1,3,3,16,17.0,21.0,[0 2 2 1 2],[1 2 1 0 2],10,7,0,0,0,0,0,0,0,0,-9,4,-8,3,-4.0
2005-12-14,Man United,Wigan,4,0,H,25,16,14,14,34,25,1,0,3,0,3,0,3,0,3,3,16,3.0,21.0,[0 1 1 1 1],[0 0 0 0 1],13,3,1,0,0,0,0,0,0,0,11,2,9,10,-18.0
